partner;marriage;farewell;divorce;separation;education;work
;21;;;21;45;17
;25;;;19;26;18
;21;;;21;;20
20;22;30;30;28;25;17
;23;;;17;27;19
18;21;;;15;17;18
;20;;;20;43;17
;;;;17;21;21
;23;;;35;23;17
22;24;;;17;22;22
;18;;;18;18;18
;26;;42;27;26;26
30;30;;;18;21;22
;;17;;18;;18
;21;;58;16;31;18
;17;;;15;16;17
20;22;25;25;19;26;17
;19;;;19;20;20
25;35;26;65;18;31;18
;;25;;19;17;17
;18;;;18;18;25
;24;;;21;29;19
;18;;30;15;16;16
;18;;42;19;;17
;22;;;19;17;17
;21;;;19;19;19
;24;;;24;42;17
18;32;26;;26;15;15
;;42;;22;20;17
;;;;15;17;17
19;21;52;;19;16;21
;23;;;27;22;16
;18;;23;17;31;21
;19;;;17;18;18
;;38;;18;18;27
21;22;46;;17;25;17
;23;;;23;21;21
;21;;23;21;18;16
;19;;;20;17;17
;19;;;19;20;21
;;;;23;21;21
;20;;32;21;18;18
;;;;14;19;20
;;;;21;22;
;19;;;19;18;17
;19;;29;18;19;19
;19;;24;21;19;21
27;27;;;18;18;18
19;25;;;21;18;21
;;;;23;22;19
;23;;;51;;17
18;22;20;;16;20;21
;21;;;19;26;19
;;;;19;;17
;19;;28;43;19;20
20;23;;;21;37;18
;23;;;17;21;21
;22;;41;19;21;20
;20;;;19;20;19
;23;;;15;17;17
22;23;;;17;21;21
19;19;28;;14;34;14
;20;;;17;18;18
;21;;;21;20;20
;22;;;22;;15
18;20;;;14;17;17
;21;;;23;18;20
;24;;39;41;;18
;25;;;1;18;18
;21;;;18;20;20
;21;;26;21;25;19
;23;;;18;23;22
20;20;;;17;20;28
;22;;;16;20;20
;21;;34;21;20;19
;22;;;19;;14
;23;;;23;18;16
18;21;39;;22;18;18
;24;;;17;31;16
19;21;32;27;17;16;20
;25;;;22;18;24
;19;;;23;18;17
;;22;;17;18;18
18;24;30;31;18;19;18
27;28;;;27;18;18
;24;;;17;23;23
;22;;;22;;17
;18;;;19;16;18
;18;;;20;;13
16;18;27;27;16;35;30
18;21;22;22;26;19;19
;21;;23;22;17;14
;21;;;15;19;19
;23;;;16;17;16
;21;;;15;18;18
;21;;;23;17;20
;22;;;16;;16
;20;;;20;21;18
;25;;;18;;18
;21;;;16;18;18
;19;;;19;;19
;;;;19;20;21
;20;;;16;17;17
;;;;18;19;19
;26;;;18;;15
;24;;;17;20;19
;;58;;18;;18
;18;;38;18;36;14
;22;;;19;24;24
19;19;;;19;15;17
22;23;24;24;15;19;19
;18;;;18;18;17
19;34;23;45;23;;18
;35;;;20;31;22
;20;;;17;20;19
21;22;;;25;21;21
;26;;;0;18;20
;23;;;23;18;21
;18;;22;15;18;21
;23;;;27;20;20
;19;;24;19;;17
;24;;;19;;18
;18;;25;18;19;21
;24;;;19;;19
20;24;;;17;20;19
;24;;27;17;20;20
18;18;23;23;22;19;20
;22;;;17;23;23
;23;;;27;20;20
;20;;;16;;14
;22;;32;22;20;20
;21;;;17;20;17
;20;;;37;20;22
;25;;;25;18;15
;19;;;17;20;20
23;31;26;;31;;25
24;25;;;22;19;21
;21;;37;21;;17
21;21;32;32;24;22;17
;19;;;19;18;18
;27;;37;15;17;20
;24;;;17;21;21
;23;;42;23;23;17
;20;;27;20;18;18
;22;;;22;53;17
16;18;;;17;;19
;25;;;22;22;19
;27;;;18;18;22
;24;;;17;20;22
;22;;;20;20;22
;;53;;51;;17
20;20;45;;15;19;19
;20;;;24;;17
;16;;;16;17;17
;20;;31;20;18;18
;20;;26;59;39;18
;20;;;21;22;17
;18;;29;27;20;21
;;;;;19;19
;24;;;18;20;19
24;25;;;16;35;18
;22;;;22;;19
;28;;31;39;28;21
;22;;;19;19;19
;29;;;29;24;18
;19;;;15;18;18
;25;;;22;27;15
;;20;;18;27;21
;17;;;15;21;20
;21;;;20;21;17
;19;;;19;19;19
24;25;;;22;20;22
;;;;20;26;16
;;;;28;18;17
;23;;;23;23;23
;24;;;19;16;16
;21;;;18;21;21
;18;;29;16;29;16
;19;;;19;18;18
23;27;42;42;23;19;21
;27;;;;20;24
;32;;;32;;22
;19;;;20;20;18
;21;;;21;;17
21;28;22;;18;22;22
;22;;;18;18;22
;19;;37;20;16;17
;21;;;21;34;17
;20;;;22;18;17
;20;;;20;18;18
20;30;;;20;28;20
18;19;;;18;18;18
;;;;38;19;20
;20;;;20;17;18
;22;;;15;17;17
;;17;;30;16;24
;20;;;20;17;20
;23;;;22;22;22
;21;;;19;21;15
;22;;;20;25;25
;24;;34;20;20;20
;36;;44;36;23;21
;23;;;18;23;16
;20;;30;25;29;17
;19;;25;17;26;17
;23;;;25;19;19
;22;;;18;19;19
;;;;12;19;22
;;;;16;19;19
;21;;;21;18;19
;21;;;16;20;22
;26;;;32;29;18
;20;;;18;35;20
;22;;;28;15;19
;;29;;17;23;22
;21;;25;16;18;19
;21;;;21;18;20
;22;;;22;19;21
;;30;;41;;17
;19;;23;19;18;18
;21;;24;21;18;19
;21;;;30;23;23
;34;;;34;26;29
;18;;;18;24;23
;;;;18;18;25
;31;;;17;19;18
36;36;;;20;;21
;22;;;20;35;24
;;;;26;18;19
;21;;;21;25;18
20;21;24;24;43;;17
;19;;40;16;17;17
;23;;;14;18;18
;22;;;20;20;19
;22;;;22;20;18
19;21;;;19;19;19
;22;;;23;17;17
18;25;;;18;19;21
;21;;;21;;16
;21;;;21;44;15
;24;;;20;25;12
;23;;;26;;20
;;33;;18;18;21
39;40;;;19;21;17
;22;;;20;20;20
;20;;;15;19;19
;19;;;15;18;19
21;25;;;29;18;26
;24;;;24;;16
;23;;;27;16;17
;19;;;19;;17
;18;;23;18;18;17
;;;;49;18;17
;21;;34;21;;18
;23;;;27;18;18
;;;;19;17;19
;22;;26;26;33;20
;;;;7;17;18
;;33;;14;;14
;19;;;15;19;16
;20;;26;20;19;16
;20;;;16;;14
;20;;;15;;24
;27;;;27;23;14
;23;;29;21;21;21
;20;;;15;26;19
;21;;;18;21;21
;19;;;22;18;18
;20;;;15;20;19
;18;;;18;19;20
;;;;;24;22
;19;;;19;19;19
21;21;27;25;32;21;21
;26;;;42;24;24
;23;;;12;;19
;;;;19;18;18
15;19;21;24;32;19;22
24;24;27;27;24;16;18
;22;;27;22;23;24
;20;;;20;23;23
;21;;22;22;21;15
33;36;;;15;27;16
17;18;19;19;17;18;19
22;22;22;;16;19;19
;24;;;33;25;23
;24;;;26;28;21
23;24;;;25;21;20
;28;;33;25;23;23
15;27;22;30;23;;16
;22;;52;18;24;20
;18;;;18;35;17
24;26;;;21;17;17
;;;;22;20;
;19;;;19;19;19
;21;;;21;23;19
;;;;24;18;21
27;29;46;;16;19;22
18;19;38;;18;24;24
;18;;45;21;30;20
;21;;;15;18;21
;22;;40;28;;15
;21;;;20;;13
;20;;36;20;28;17
;18;;;19;19;19
;;20;;28;18;18
21;22;;;19;19;21
;20;;;18;18;18
;24;;;19;22;22
17;20;;;27;;18
;22;;;17;27;17
;21;;;51;26;19
19;20;;;19;18;19
;23;;;22;22;22
17;23;20;26;22;23;22
19;20;;;20;15;18
;21;;27;20;18;19
;24;;;22;27;22
;25;;;35;29;17
;27;;;26;26;19
;;28;;24;22;22
;;31;;55;28;20
;22;;;24;20;20
;19;;48;19;26;18
19;21;30;32;19;18;20
;20;;31;20;22;22
;23;;;19;29;15
;22;;;22;20;18
;21;;37;18;21;18
20;20;24;;23;19;19
18;21;22;22;41;19;16
27;28;41;41;22;19;19
;22;;;25;21;19
;20;;;20;15;16
19;22;27;27;19;19;20
;21;;39;31;22;22
23;26;31;32;17;23;23
;20;;;41;20;23
;23;;;15;17;19
20;22;30;30;22;24;17
;;26;;18;18;18
;;35;;16;19;19
25;30;;;25;21;18
;20;;24;19;20;19
;24;;26;32;24;24
;21;;39;17;20;20
;;;;32;21;22
;29;;;19;29;19
;;;;17;20;18
;21;;;20;18;18
18;19;22;22;18;25;19
;26;;;13;61;24
;23;;44;18;20;18
;;;;;18;18
;23;;;17;18;21
;20;;;20;23;20
;20;;;17;20;20
;23;;;18;49;18
;28;;;19;22;22
;;24;;22;17;18
;26;;;32;23;23
17;17;;;40;16;19
;22;;;31;20;20
;23;;;23;24;15
;20;;;24;20;20
;21;;27;21;;16
;27;;;27;23;24
;22;;50;19;19;24
;21;;;21;19;19
31;31;;;21;20;20
;21;;;17;22;22
;23;;;15;19;19
;;23;;19;18;18
;30;;49;33;19;19
;;48;;22;22;22
;27;;;19;26;18
;24;;;17;23;22
;;;;51;18;13
;19;;;15;19;19
;21;;;22;22;22
;20;;28;20;;18
;19;;;19;;28
;22;;;22;20;22
;19;;;25;20;20
;24;;;8;24;24
;19;;;19;19;19
;;36;;46;;18
;19;;;19;19;18
;;41;;33;30;18
28;29;;;21;21;18
;19;;;19;18;20
;24;;;15;18;18
;26;;;27;21;18
;23;;;19;26;26
;21;;;22;17;17
;20;;;20;19;20
;23;;;24;17;18
;20;;27;20;22;22
;24;;;25;19;20
;26;;41;19;26;21
;19;;;19;18;18
;19;;;15;18;18
;22;;;22;18;14
;28;;;17;22;22
;22;;;19;32;19
;;;;18;23;21
;21;;;21;18;20
;;;;21;19;17
18;19;22;22;17;23;17
;22;;;19;38;17
;29;;55;19;24;23
;20;;;14;;14
;21;;25;17;19;17
;21;;;17;23;23
;21;;;21;23;18
;21;;;18;26;26
;25;;;17;21;21
;18;;38;18;;26
;25;;;25;18;17
;22;;;19;27;19
;19;;;18;22;22
;27;;35;27;19;19
;20;;;20;19;19
;21;;30;18;20;20
;22;;;16;20;20
;18;;;18;19;18
;24;;;24;34;18
;23;;36;26;33;26
;21;;;17;21;21
;18;;24;30;21;21
;;;;25;18;18
;28;;;28;22;22
;21;;;21;20;32
;23;;;26;27;17
;24;;;24;18;18
;22;;;26;17;17
;24;;;24;36;22
;22;;;20;25;19
;22;;;18;18;18
;;;;23;20;17
;22;;;16;18;18
;22;;;19;33;20
;23;;;23;21;21
;21;;;18;38;20
;22;;25;15;17;17
;;31;;25;18;18
;22;;;;19;24
;27;;;31;25;17
;21;;;25;18;17
;19;;;23;18;22
;20;;24;15;19;19
;19;;22;17;20;20
;21;;;19;19;17
;19;;;18;19;19
;23;;;24;19;19
;23;;;18;;18
;21;;;13;20;20
20;20;25;25;20;20;21
;16;;;16;32;16
;20;;;17;;18
;20;;;16;19;19
;20;;;21;20;23
;22;;;22;19;23
22;23;;;24;19;19
;25;;;17;20;22
24;26;;;24;17;15
;19;;31;20;21;20
24;25;;;24;24;19
;17;;29;17;;26
;;;;13;39;20
19;20;31;;36;18;20
;25;;;22;22;23
;23;;;19;23;20
19;19;27;28;16;17;18
;22;;;22;20;22
;23;;;22;20;19
;25;;43;25;26;19
;21;;;17;22;22
;29;;;29;27;18
;24;;;19;24;23
;20;;;20;19;19
;24;;;28;25;20
;23;;36;23;23;20
;23;;;18;;18
;;;;26;19;17
;21;;;21;22;18
21;21;26;26;17;19;19
;19;;;15;15;18
;27;;;27;;10
;;;;31;20;21
;18;;;19;18;18
;;;;55;26;17
;19;;;19;24;16
;18;;;22;;14
;19;;;19;18;18
17;18;22;22;17;16;18
;21;;;17;22;25
;22;;;22;17;17
;19;;25;15;19;21
;30;;;30;21;21
;29;;;21;23;18
;20;;;21;19;20
;18;;;15;19;20
;18;;;18;;28
22;22;79;;22;;15
;20;;;22;20;20
;28;;;28;19;19
;24;;;20;20;22
;;;;19;20;21
;19;;;29;18;18
;20;;;20;;20
;20;;;23;28;24
;23;;;23;19;18
;20;;;20;20;23
22;23;27;27;22;24;22
;29;;;29;25;19
;25;;43;25;;18
;22;;;;20;18
;22;;;23;22;18
;28;;;15;;16
;26;;;16;20;28
;;;;23;22;17
;24;;;24;24;17
21;21;;;21;18;18
;27;;;23;27;17
;19;;;19;19;24
;24;;;27;24;17
;21;;29;18;20;20
;22;;;22;;19
;24;;;24;;17
;17;;;17;18;19
;21;;;17;22;28
;19;;;19;;17
;22;;;22;31;17
;22;;;17;21;21
25;26;73;;24;29;24
;24;;;29;21;23
;26;;;21;19;21
;21;;;21;24;19
29;29;;;18;;17
;28;;;22;;21
;20;;;22;;17
;21;;;24;18;18
;19;;26;18;19;19
;20;;35;16;18;18
;36;;;23;27;23
;24;;;16;17;21
;21;;;17;34;18
;21;;23;16;17;17
17;18;;;18;18;18
;31;;32;18;29;18
;21;;;22;18;17
22;22;;;16;18;18
;23;;;17;22;22
;;;;17;23;18
;25;;;26;23;18
;21;;;21;;18
25;26;;;17;20;20
;19;;38;15;19;18
;24;;63;27;25;22
;21;;;21;17;17
;23;;;25;;19
;32;;52;18;19;18
;20;;;15;18;19
;35;;38;18;;18
;25;;;20;;23
;20;;;18;;12
;21;;42;19;14;17
;22;;;24;;13
;21;;;18;16;19
32;34;;;31;26;18
;23;;;23;33;16
24;28;59;;16;23;14
;18;;22;18;16;18
;22;;;19;18;18
19;20;;;18;17;19
18;24;;;20;22;22
;28;;;28;19;21
;24;;;21;26;17
;24;;;18;27;18
21;21;;;21;;17
;;;;44;;18
;28;;49;21;19;19
;21;;;18;21;21
35;37;68;;35;28;16
;23;;;33;18;18
;21;;;18;20;20
;20;;;20;26;15
;21;;25;18;21;31
;20;;;20;;17
;24;;;19;17;16
;25;;31;18;23;23
;22;;;18;;18
;21;;;17;23;20
;;;;17;21;19
;20;;29;20;37;19
;21;;;22;;18
;22;;;22;22;17
;17;;23;17;30;17
;23;;24;35;;23
;24;;;18;24;25
;19;;;19;21;17
;21;;;25;20;17
21;21;;;22;26;20
;21;;;26;24;18
;21;;;24;20;20
;24;;;16;21;22
;;;;31;22;24
;19;;;24;20;17
;23;;;23;20;20
18;18;;;16;22;23
;20;;58;45;20;20
;18;;;18;;16
;18;;;18;30;17
;22;;35;22;19;19
;21;;;21;22;20
;19;;;24;28;18
;25;;31;25;25;17
;25;;;22;34;19
;19;;;19;20;23
;19;;;19;;16
;20;;;19;20;17
;;;;48;26;18
;24;;32;18;29;17
21;21;25;25;49;25;17
19;19;;;19;37;16
23;23;;;18;17;15
22;27;24;;17;22;22
;21;;;21;19;18
23;33;;;25;45;8
;;;;22;;6
29;39;45;;23;28;39
;23;;43;19;;17
;20;;;19;;13
;22;;;18;18;18
25;25;79;;24;;19
25;54;32;;19;;14
;23;;;23;22;20
;20;;;19;19;19
;19;;;19;;13
;23;;;17;30;17
;;;;34;18;18
;19;;;14;38;20
;;;;29;25;24
;24;;;17;24;18
;22;;;22;18;20
;28;;;28;24;18
;20;;;20;;20
;18;;;13;43;21
;31;;;19;;19
;21;;;21;;17
;;20;;18;20;23
;24;;;18;22;18
;;;;17;19;19
;22;;;22;;18
;25;;;25;;15
28;46;75;;28;;13
;;;;18;;20
;26;;;20;25;12
;;;;18;18;18
25;25;47;;25;43;18
18;23;;;13;16;26
;21;;;14;22;18
;29;;42;24;32;22
;23;;;23;23;23
;;;;16;;17
20;20;;;16;19;19
;24;;;17;18;20
;25;;;35;22;22
;;;;;17;17
;20;;;18;;18
;33;;43;23;25;24
;;;;21;16;16
22;23;35;35;23;20;18
19;19;;;22;18;20
;24;;;19;23;24
;23;;;31;24;19
;20;;21;29;27;21
;;37;;18;26;19
;25;;;17;21;21
;19;;;18;;14
;24;;;19;24;19
;18;;41;18;31;18
;22;;;17;;17
;19;;20;24;31;16
;;;;19;19;19
;22;;;25;21;17
;23;;;17;23;18
17;19;20;;13;16;16
;;24;;25;20;24
;30;;;18;23;23
;23;;;19;22;19
;;;;21;19;21
;17;;21;25;31;21
;26;;;23;23;23
;24;;;25;;18
;;;;64;21;21
;17;;;18;29;22
16;17;24;;16;44;21
15;17;29;29;17;18;23
20;20;;;22;24;17
;22;;;23;24;18
;;;;19;21;21
;;36;;24;24;24
;;;;;;19
;25;;28;25;20;19
;23;;;18;24;24
;30;;46;17;22;23
;;;;21;22;17
;27;;;20;18;18
;20;;;20;17;17
;18;;;18;;16
;23;;37;23;18;13
;22;;;21;21;21
;24;;29;37;21;16
;21;;;20;20;20
22;23;35;35;23;22;21
26;27;;;26;25;25
;20;;;16;20;22
;23;;;20;20;18
;24;;36;16;21;24
;19;;;18;18;18
;21;;;27;35;18
;17;;;15;17;17
;21;;28;18;18;19
;19;;27;17;19;19
;;;;26;20;22
21;22;;;22;24;18
18;18;22;;16;24;21
;22;;33;19;25;25
;19;;;19;26;18
;20;;;20;22;18
;21;;;21;17;21
27;38;;;27;19;19
;;;;16;21;20
;18;;56;19;23;19
;19;;34;35;19;20
22;23;36;;23;23;18
;25;;;25;24;18
;48;;;48;36;24
;26;;31;16;38;18
;;;;;22;22
;;25;;30;19;20
;23;;;17;29;17
25;33;31;;23;29;20
;24;;;17;17;18
21;34;24;51;17;17;18
;21;;;21;23;19
18;19;;;19;19;21
;;21;;21;23;23
;21;;;23;19;21
;;;;22;18;18
;18;;39;18;18;19
;19;;;19;;18
;19;;;19;17;18
;;;;18;18;20
;27;;;17;27;27
;22;;;28;29;21
;;50;;17;22;22
;;;;44;22;15
;20;;;20;20;20
;19;;21;19;28;18
;18;;21;18;20;18
;23;;;32;19;19
;20;;;32;19;19
;17;;30;16;17;17
;20;;;20;38;18
;;;;24;;18
;;;;18;20;21
;21;;;15;18;18
;22;;;22;;16
;23;;;24;19;19
;18;;;20;30;20
;28;;43;27;18;17
21;22;40;;17;18;20
;22;;24;17;22;22
;23;;;17;22;18
;20;;;20;43;22
;21;;;21;;12
;28;;46;17;20;20
;19;;;18;26;20
;19;;24;18;18;18
;26;;37;21;22;17
;26;;37;26;22;26
23;23;;;18;16;19
;20;;21;31;18;15
;23;;;;20;18
;22;;;20;;19
;24;;30;59;19;18
;16;;18;16;55;24
;22;;;22;19;19
;;37;;25;;18
;16;;;17;;18
;23;;;22;21;15
;;25;;32;19;22
20;20;61;;20;16;19
;;16;;18;;21
;24;;30;54;15;18
;18;;22;17;20;17
;19;;23;19;20;20
;16;;;19;27;15
;24;;;23;23;23
;22;;;21;18;18
;18;;23;18;16;16
22;22;;;16;18;18
;21;;23;19;18;16
23;23;;;16;18;18
;;;;;16;20
25;25;;;25;17;16
18;18;45;;23;;16
;31;;;31;21;18
;29;;;18;29;18
25;25;;;47;18;18
;17;;;17;19;19
;;;;55;23;17
;;;;49;25;25
;20;;;55;;16
;22;;26;22;22;22
;21;;25;21;21;21
;20;;39;20;23;23
;22;;;17;34;20
;28;;;28;19;15
;;;;;34;19
;18;;;28;22;18
;27;;;37;;16
;19;;;22;;21
;25;;;17;19;19
16;18;16;46;18;21;19
20;24;30;30;24;23;23
;22;;;22;26;26
22;22;57;;22;23;23
;24;;27;46;17;19
;;;;24;24;17
;31;;;31;20;20
;24;;;24;33;21
;23;;;23;18;16
;;38;;29;23;17
18;27;19;33;27;24;17
25;25;;;25;19;19
25;28;;;19;16;18
;19;;;24;22;17
;28;;;38;32;18
;;40;;30;18;18
;23;;;18;23;23
20;22;;;26;;19
21;19;;;20;22;22
;;;;;30;17
;33;;;20;21;16
;26;;;26;24;24
29;29;;;36;18;18
;27;;;27;31;22
;18;;;36;;15
;26;;;19;35;23
;22;;31;22;18;18
;32;;39;23;33;18
21;22;34;34;24;26;26
;;34;;31;;16
;17;;26;18;29;16
;;;;33;19;18
;19;;;43;24;24
;30;;;30;22;22
;21;;44;22;36;20
;22;;;23;46;18
;26;;;26;24;24
;18;;28;21;19;20
;19;;;19;20;18
;18;;;18;;16
;20;;;15;25;18
;21;;;17;22;22
;23;;;21;25;25
;18;;;14;19;19
26;28;;;26;22;22
;20;;27;23;;19
30;30;;;18;22;22
;25;;29;16;29;19
;22;;;15;31;17
;19;;;18;22;17
;21;;23;28;18;18
;24;;29;19;36;18
;;;;;23;21
;25;;;31;26;18
;;23;;18;18;21
;19;;;19;;16
;26;;31;27;17;16
;20;;;17;18;18
;22;;;16;16;20
;;22;;37;23;18
;22;;;22;11;23
;;;;18;20;21
;23;;28;18;18;18
;18;;;18;19;19
;23;;;20;28;16
;;;;29;29;30
;38;;;15;26;28
;;;;18;26;18
;;;;17;23;19
;22;;;24;17;15
;21;;;21;20;17
;;;;;19;19
;23;;;17;21;22
;20;;46;19;34;18
;18;;;17;40;17
18;22;;;18;;36
;21;;39;21;43;15
;23;;;24;;17
24;25;27;27;20;25;21
;;;;18;24;17
;22;;31;17;22;22
25;25;36;36;53;24;17
;21;;;17;26;22
22;22;23;23;31;23;23
;22;;24;22;22;23
36;36;;;17;21;17
;22;;;19;27;19
;21;;;17;;16
;25;;36;20;18;15
;23;;;17;16;23
;23;;;24;19;19
;23;;;26;26;19
23;26;24;;18;17;21
;;19;;19;18;19
23;23;;;23;20;19
;;;;22;42;17
;32;;40;18;21;16
25;48;;;18;18;20
;24;;25;20;20;15
;;;;17;19;18
22;22;;;22;29;18
;22;;;22;20;18
;28;;;19;19;11
;;;;23;21;21
;35;;42;22;20;20
;20;;;20;20;20
18;21;;;21;16;19
;23;;26;22;29;18
;23;;33;24;15;15
23;25;;;18;20;18
28;30;;;17;18;19
;22;;;24;23;18
;32;;40;15;25;25
20;21;54;;18;17;16
;;;;33;33;17
;19;;24;19;28;19
;;;;18;23;23
26;27;34;;18;19;15
;22;;;23;25;19
;20;;22;16;36;23
;19;;;16;19;20
;;28;;26;22;24
;21;;32;16;17;17
;21;;33;33;21;18
;21;;25;17;31;17
28;29;;;17;18;18
;23;;28;18;19;18
;21;;;21;18;18
;21;;;19;19;19
24;24;40;49;17;22;21
52;53;59;;25;18;18
;;;;16;18;18
;;;;17;22;18
;;;;18;24;31
;23;;;15;23;18
;;29;;24;16;16
;21;;;19;21;17
;20;;43;20;19;19
19;21;22;22;18;25;17
;23;;;18;20;16
22;22;25;25;23;35;17
;19;;;19;19;19
;27;;;24;25;22
21;24;26;28;17;26;15
;26;;;18;23;18
;;;;17;17;17
32;33;;;22;18;18
;;;;16;19;19
;;;;26;37;17
25;25;31;34;20;;20
36;38;;;18;20;29
;;;;17;19;
23;24;;;19;20;19
23;23;;;21;28;20
23;23;;;25;;17
18;19;;;18;;18
;22;;;22;16;15
;23;;;18;21;21
;;;;21;20;22
;;18;;18;26;26
24;25;;;17;19;19
;27;;;24;31;17
;23;;;25;17;18
;18;;20;16;;16
;26;;29;35;17;13
27;32;31;;19;20;23
23;23;32;43;20;20;19
