partner;marriage;farewell;divorce;separation;education;work
;;;;23;22;21
26;26;;;26;23;23
;24;;35;32;38;22
27;30;28;35;54;24;15
;;24;;49;31;20
;;;;51;46;17
;;35;;32;17;18
29;30;38;38;18;25;19
23;24;29;29;20;20;20
;;;;17;22;17
;;24;;17;18;18
;;22;;18;18;18
;20;;21;17;28;17
22;23;26;29;62;22;61
21;22;31;32;14;37;20
21;22;28;30;60;23;19
;;23;;12;23;19
;24;;;17;22;22
;43;;52;21;19;18
;19;;;19;19;20
20;23;21;;18;19;19
;28;;31;28;18;18
22;28;22;;18;19;18
;27;;34;62;19;18
;25;;;25;23;23
;22;;;17;18;18
25;26;28;28;22;21;19
;19;;;20;18;16
;18;;;;;17
;21;;;21;35;19
22;23;42;42;23;17;16
;22;;;48;26;18
;;;;;19;18
26;32;;;25;24;25
;23;;29;23;19;21
;30;;;18;;18
;41;;;20;24;23
;20;;;20;34;16
27;28;39;39;28;17;13
;;;;;19;20
;;;;19;19;20
31;31;37;37;27;20;21
;;;;34;27;21
;23;;;35;19;20
;23;;;19;;20
;27;;41;27;23;18
25;25;35;35;34;18;18
;;32;;22;23;23
22;22;33;33;22;42;18
29;33;36;36;33;36;23
;25;;;25;41;32
;20;;;20;28;16
;27;;30;23;30;18
;32;;;29;32;19
39;40;;;39;23;23
;23;;;18;26;23
;;;;;18;18
20;20;22;24;;24;17
;24;;43;17;18;18
26;26;30;30;15;19;19
23;23;;;33;21;19
;;;;;18;18
;;;;15;24;22
20;22;33;33;19;23;23
39;34;;;19;27;28
;24;;35;23;24;15
27;27;;;15;25;16
21;22;;;51;22;22
;22;;28;18;30;22
;22;;;26;19;18
;26;;;26;25;18
26;27;;;27;34;16
;;21;;23;19;17
;;;;21;19;19
34;38;36;;19;25;19
;;;;18;23;17
;19;;20;;23;23
18;18;20;20;20;18;18
;23;;;15;29;15
;30;;;42;18;20
;27;;;41;24;24
;;41;;23;28;14
;19;;21;19;23;17
24;24;43;43;19;19;19
42;43;;;16;24;23
;22;;24;30;20;21
19;20;28;28;20;16;16
;;20;;19;19;23
19;21;20;28;17;24;25
;23;;34;16;;18
;23;;;19;;19
;29;;;29;26;7
;18;;24;36;;16
;;;;19;19;19
14;25;21;;22;22;18
19;19;;;19;19;19
22;23;;;17;23;23
;;;;30;19;22
;19;;;;19;19
;22;;44;17;22;22
;26;;;25;25;25
;27;;;27;19;19
27;27;33;36;18;39;18
;;;;;19;19
24;26;;;24;20;21
;20;;21;21;18;19
19;19;25;25;16;20;27
;16;;21;24;23;19
;;22;;21;27;31
;21;;31;14;;15
;30;;;18;24;24
;20;;23;19;22;25
36;46;;;32;22;17
24;39;24;;19;21;18
32;35;;;29;33;18
;;;;32;18;19
22;25;30;31;22;25;23
18;20;22;24;17;18;17
22;22;27;32;17;19;19
;20;;30;17;18;18
17;21;29;29;16;18;19
18;18;32;32;18;;16
;23;;;17;22;20
;23;;;25;27;16
;20;;;18;22;22
;26;;28;44;18;21
;;;;25;23;23
;29;;;29;22;17
;22;;;19;19;22
;19;;44;20;19;19
;22;;;19;32;17
;20;;;20;22;22
;23;;;15;17;17
;20;;;21;17;17
28;29;;;18;17;19
;21;;;21;21;17
;29;;;7;19;17
;23;;;15;18;18
;25;;;15;17;20
;22;;26;22;18;20
;22;;;22;20;19
30;35;;;26;19;19
;22;;45;22;21;25
;25;;48;25;18;18
;24;;;24;16;21
;25;;30;38;22;22
;20;;27;19;20;19
;;;;18;21;21
;;;;21;17;19
;20;;;18;20;20
;23;;;23;19;19
;23;;;16;18;18
;;;;25;17;20
;26;;;26;31;16
;28;;;28;17;20
;29;;;18;27;17
;19;;26;19;20;21
;;;;;19;20
;20;;40;20;22;45
;;;;35;19;26
;28;;30;27;27;19
;27;;;27;22;22
;31;;41;31;22;17
;25;;;10;24;18
;;21;;21;17;18
;22;;35;19;25;19
;20;;20;20;33;17
;22;;;17;28;17
;23;;;19;18;18
;22;;;16;25;17
;22;;36;22;17;17
;20;;22;16;31;20
;20;;;20;19;19
22;24;;;19;23;23
;21;;32;20;20;19
;;22;;21;18;21
;20;;31;30;18;20
21;23;22;;21;19;21
;25;;;27;27;27
;19;;27;19;17;17
;22;;;22;18;20
;;26;;19;19;21
;20;;;20;;17
;26;;31;26;18;18
;22;;;18;23;20
;20;;27;20;19;19
;30;;;30;;16
;22;;;22;;18
22;22;39;39;15;21;21
;29;;35;17;26;26
;25;;;25;19;24
;21;;;21;28;18
;22;;24;17;21;21
;24;;;16;;20
;20;;;20;23;24
;21;;;23;19;21
;23;;;24;;17
;22;;;22;;14
;18;;23;20;16;16
;18;;;15;18;17
;21;;;23;21;21
;25;;;25;35;21
;24;;;19;22;20
28;29;;;18;19;20
18;18;;;18;19;18
;25;;;25;19;19
;18;;;18;19;19
;27;;;19;32;21
;19;;;19;16;17
30;30;;;30;25;24
;21;;;21;19;21
;36;;;17;22;22
;26;;;27;19;19
21;29;;;21;25;21
;22;;36;22;20;18
;24;;26;18;23;16
;;;;18;18;21
;19;;;17;22;22
;26;;;18;19;19
;;;;30;18;18
;24;;;18;19;18
;;;;26;21;16
;26;;;17;17;17
;;;;;19;
;;;;19;26;25
;25;;;25;18;18
;17;;33;17;17;17
23;33;;;23;17;20
;18;;;18;20;18
;22;;;23;18;19
;24;;41;24;34;17
;19;;33;19;19;21
;25;;;23;23;22
;23;;30;23;18;18
;24;;39;15;21;21
;;;;24;18;23
;21;;;17;22;24
;24;;25;24;20;22
;21;;;21;26;21
;19;;24;19;23;23
;22;;;31;29;17
;38;;;32;19;22
;24;;;24;18;18
22;23;;;22;20;20
;22;;;22;22;22
;;;;16;23;22
;22;;;22;18;18
;18;;;18;17;20
;;;;;18;29
;26;;31;26;23;26
;22;;;18;22;22
24;24;;;17;27;21
;21;;;18;17;16
;26;;;;34;17
;22;;;22;18;19
;26;;54;26;20;15
;21;;;21;18;20
;;;;20;21;21
;;;;22;18;15
;19;;;31;25;23
31;32;51;;18;32;17
;21;;;17;18;23
;20;;23;20;19;20
;;;;;24;24
;21;;27;21;19;19
22;23;31;39;23;19;19
;;;;36;23;23
;18;;22;18;24;24
;23;;27;23;19;17
;23;;;25;17;19
;19;;25;19;17;17
;19;;;21;29;26
;32;;;32;17;11
;21;;34;21;26;18
;;;;21;18;18
22;23;;;28;19;19
21;22;;;32;21;21
20;21;21;23;20;11;24
;24;;35;22;29;19
;22;;;22;18;20
;25;;41;25;21;21
20;24;;;20;30;22
;44;;;20;44;19
;23;;;23;20;21
23;24;28;28;18;18;15
;21;;24;21;17;16
;22;;31;25;19;21
19;19;;;20;18;18
;25;;;16;17;19
;20;;;17;19;19
20;20;;;20;22;19
;48;;;18;22;23
;20;;;17;22;30
;26;;;16;21;25
22;23;;;22;19;18
;27;;;24;20;17
;22;;;22;20;18
;22;;;22;20;20
;22;;;28;20;19
23;23;;;23;19;22
16;16;23;23;16;20;20
;21;;;21;18;18
;;;;20;;20
;;;;;21;19
;23;;;20;21;21
24;24;29;29;23;23;23
20;20;39;;22;19;19
;22;;30;23;20;20
;21;;;23;;17
;21;;;21;22;22
25;27;;;22;19;19
;21;;;20;18;18
;18;;;16;23;23
16;16;;;15;21;21
;22;;;18;17;17
;19;;35;20;19;19
;22;;;27;18;18
;21;;;29;16;17
;23;;47;17;23;17
;22;;;20;21;23
;35;;;19;18;18
;;;;16;18;18
;22;;;22;24;22
;24;;;24;20;19
;27;;;27;;20
;33;;36;17;19;21
;24;;;21;22;20
;23;;;18;20;20
;23;;;19;18;18
;;;;19;18;17
;26;;;26;26;25
;;;;19;25;26
;24;;;41;27;17
;23;;;19;18;22
;21;;;29;27;17
;25;;;26;19;19
;24;;;20;20;20
;21;;;15;16;16
;22;;;20;18;20
;20;;;17;21;23
;26;;;26;21;19
23;23;;;27;22;22
;20;;;22;21;24
;33;;;23;40;17
;22;;;18;17;18
17;18;18;20;15;17;19
17;19;23;24;16;17;17
24;25;;;26;18;11
;20;;;23;19;17
32;63;71;;21;;21
;22;;;19;;19
;22;;;22;;21
;23;;;23;39;16
18;19;;;17;20;20
31;44;34;;17;19;19
21;23;;;18;;20
21;21;34;34;21;;17
;;29;;15;18;17
18;26;19;;19;28;18
;21;;25;21;19;19
;;;;18;18;20
;18;;;17;17;17
;21;;;18;19;18
;23;;;18;22;22
;26;;;21;20;20
;18;;37;21;;17
;22;;;23;18;19
;;;;23;19;19
;30;;;23;20;20
;31;;37;15;29;11
;21;;;16;;16
;22;;;18;28;21
;;20;;20;20;28
;20;;;19;25;44
;32;;;20;32;22
;23;;31;23;21;21
;;;;;25;19
;20;;31;17;23;23
;23;;;17;18;18
20;20;;;22;17;7
20;21;;;19;20;15
18;19;73;;18;;17
;31;;32;31;20;31
19;19;;;19;19;19
;;;;;23;23
;21;;25;24;22;23
;;25;;21;18;21
21;21;;;22;23;33
;;21;;17;24;25
26;28;;;26;26;19
;24;;27;16;17;18
;18;;;17;17;17
;28;;33;18;19;19
;19;;;17;19;19
19;29;26;;22;22;22
21;21;27;27;27;32;20
;25;;;19;31;20
;;;;23;;17
32;33;35;35;18;20;20
;;;;27;23;23
28;29;;;16;18;18
24;27;55;;33;30;16
;;38;;36;18;18
;19;;43;16;19;19
;21;;;21;19;17
39;43;;;20;28;23
22;23;60;;20;;16
;;;;22;19;21
36;36;;;26;17;17
;21;;;17;20;29
;20;;;20;38;17
;28;;39;19;30;24
;29;;;19;;18
;;36;;31;18;18
20;21;21;26;;23;26
23;27;;;17;20;20
18;21;;;23;18;26
24;28;35;36;28;17;18
17;26;20;;26;18;18
;19;;22;19;18;18
;22;;;22;18;18
;25;;;18;26;17
;20;;29;17;24;26
;26;;;17;27;17
;20;;34;16;20;19
;;;;18;23;23
;;;;20;19;18
;20;;25;15;27;20
;;24;;9;18;18
;26;;;23;23;23
;25;;;28;23;23
;21;;28;15;17;17
;23;;;17;34;23
;25;;33;18;23;23
;21;;;21;24;18
;22;;;22;20;20
;21;;25;18;19;17
20;21;;;21;34;18
;22;;;17;18;18
;21;;;21;20;16
18;21;32;32;19;18;18
21;21;29;29;21;28;16
;19;;23;19;26;27
;21;;;20;18;18
23;24;;;18;31;18
21;21;;;15;17;17
;22;;31;18;23;23
24;25;;;18;20;15
17;17;45;46;16;34;14
23;36;34;;17;17;17
;22;;;21;42;21
;;;;20;25;26
22;22;;;18;20;20
;17;;;17;26;29
;22;;;22;18;18
22;23;;;24;35;17
31;32;;;18;25;17
;;;;26;24;20
;23;;;15;27;18
26;27;49;50;20;20;20
;;;;15;19;19
25;25;;;17;20;20
;26;;;21;32;16
;;22;;17;22;19
19;21;47;;17;17;18
21;22;43;43;18;41;20
;22;;;22;34;18
;;;;;;21
27;27;;;18;23;21
22;22;;;21;17;17
;;;;29;21;17
;18;;;18;18;18
17;19;26;27;19;20;30
;;;;20;15;15
20;20;23;23;28;17;17
32;39;;;23;35;18
21;21;;;17;19;17
26;28;;;32;26;28
20;22;;;17;24;24
;23;;31;31;17;17
;19;;;18;27;15
26;30;50;;22;42;19
19;25;42;;14;17;16
;20;;;20;19;20
;;;;39;20;20
;;;;45;;18
;;24;;25;21;20
;24;;;24;;18
;20;;;20;20;20
;19;;;19;17;16
;34;;;18;27;18
;25;;;25;;15
;22;;;19;22;24
;22;;;22;19;20
;21;;;21;26;17
;24;;44;25;24;16
;28;;;15;20;20
;24;;;24;;16
;25;;;27;;18
;21;;23;33;17;15
24;25;;;19;18;18
;28;;33;31;23;23
;19;;31;18;22;22
;21;;;21;17;17
;21;;31;25;16;19
;;;;;21;21
;28;;35;10;24;23
24;39;;;20;20;16
;24;;;20;23;18
;30;;;22;30;21
;;32;;22;25;22
;21;;;18;20;19
;22;;24;50;19;19
;23;;;20;;17
;18;;;18;17;18
21;22;;;18;18;18
;26;;;23;25;19
;26;;52;28;20;18
;;;;18;24;24
;21;;;22;18;18
;;;;23;22;22
;22;;;17;28;17
;21;;;19;;19
;34;;;34;21;19
;30;;;30;20;14
;21;;;21;26;17
;22;;;22;18;15
;19;;24;18;18;18
;28;;;17;27;17
;21;;;21;18;18
;;;;17;23;20
;32;;;24;43;17
;20;;25;30;24;26
;21;;;21;16;17
;20;;;16;20;20
;;;;23;22;23
;24;;;18;20;16
;23;;;23;22;17
;19;;;20;16;18
;20;;;20;19;19
;19;;;19;;18
;23;;;26;;16
;25;;;21;20;18
;21;;;37;28;16
;36;;;28;18;16
;23;;;27;19;19
;20;;;17;22;18
;19;;;16;17;18
;;;;67;20;20
;22;;;;26;18
;23;;;15;23;17
;23;;;;21;21
45;46;;;19;19;18
;29;;;22;25;25
;26;;;38;29;17
24;31;;;23;19;22
;21;;26;18;19;19
;20;;23;18;26;19
;22;;;21;16;19
23;23;25;;21;16;16
;19;;;19;22;22
;26;;;15;25;25
;17;;;17;19;24
27;27;59;;27;34;20
;22;;;22;22;19
;23;;;32;23;17
;21;;30;21;17;22
;23;;;42;18;20
;23;;;23;21;22
;23;;48;32;;16
;32;;36;21;31;19
;23;;;22;29;17
;19;;25;30;18;18
;20;;24;20;32;17
23;28;;;23;16;17
;;;;18;41;17
;25;;;18;30;20
;31;;;16;31;18
;;;;35;19;18
22;22;25;26;19;19;22
25;25;44;44;25;16;22
;24;;;27;21;23
;;;;17;19;19
;22;;;18;24;21
;;;;;24;18
;25;;35;21;17;18
;18;;;23;18;20
;20;;;18;36;17
28;29;34;;;24;18
;26;;;17;20;18
;34;;;25;32;18
30;21;32;;22;19;19
;;;;;19;15
;;;;19;23;21
;27;;51;27;27;18
;20;;;20;20;18
;20;;33;15;22;25
;;;;22;22;27
;;28;;20;19;18
;25;;26;19;25;18
;18;;20;23;18;17
;16;;;16;17;15
;25;;;48;26;18
;21;;;18;18;18
;23;;;55;19;21
16;17;23;23;17;19;19
;22;;;22;20;19
;;;;;19;25
20;21;;;20;16;19
;18;;;18;26;27
22;24;50;;17;29;28
20;21;23;23;20;;17
;;;;20;32;16
;;;;22;17;18
;;;;15;20;20
;25;;37;21;19;19
;24;;32;25;25;19
;21;;31;17;22;19
;19;;;19;45;24
;28;;;28;;18
;21;;28;23;38;17
;20;;;20;;33
24;25;;;17;21;21
24;25;;;30;20;16
;20;;;25;23;17
;29;;;28;31;15
;35;;43;20;20;20
;24;;66;24;;18
24;25;;;18;20;23
19;20;22;27;15;18;18
18;20;19;26;15;19;19
;34;;;17;;17
23;23;26;28;18;27;28
24;24;44;44;22;22;22
;19;;;19;;18
;19;;27;26;18;18
20;20;56;;37;26;18
24;25;60;;18;26;18
;;25;;25;21;16
;;;;;14;24
21;22;;;22;21;18
;27;;;20;24;21
;25;;27;21;17;17
;24;;;22;28;18
17;22;40;40;20;24;24
24;27;31;31;20;26;17
;23;;44;24;19;21
;21;;;21;26;20
20;20;25;25;15;15;17
;21;;28;21;22;22
22;25;;;22;21;19
;25;;;21;27;27
;20;;;20;35;16
;;58;;25;25;25
;20;;;20;26;26
;;;;27;21;17
;25;;;20;;17
23;38;28;;28;21;18
;21;;28;30;9;19
;;;;;;
;;42;;16;;17
;19;;;22;;22
;18;;19;20;23;22
24;24;55;;24;39;18
;22;;;18;37;17
;;;;23;40;17
;24;;28;17;42;17
;24;;25;28;26;19
;20;;;20;42;18
29;29;37;;19;47;17
;20;;;20;22;22
;19;;;19;21;22
;;;;23;23;17
17;18;44;;17;17;19
;21;;;24;18;20
;18;;;20;;17
;21;;;24;20;20
;25;;;20;20;24
;;;;24;22;22
21;22;;;16;18;17
;20;;36;21;23;18
29;30;;;30;18;17
;21;;;17;24;24
26;27;50;;22;20;19
21;22;34;34;21;24;25
;23;;26;30;16;16
;24;;34;25;25;18
;;;;27;23;23
;;22;;21;20;20
;19;;;17;22;22
;;;;28;17;17
18;18;;;18;18;16
;22;;;22;21;21
;;23;;22;18;22
;19;;;27;19;19
22;25;;;23;18;20
19;19;37;37;15;18;18
;20;;24;17;21;21
;;42;;25;;17
21;21;;;21;18;18
;26;;;17;23;23
;;;;23;20;24
;18;;;21;18;18
23;26;;;23;;18
18;18;28;28;20;19;21
;;;;29;19;22
;23;;28;17;23;23
;;;;18;20;18
;;;;38;23;23
;19;;24;19;31;19
;24;;;17;31;18
;21;;;22;26;20
19;23;;;15;27;15
;25;;;15;34;18
;23;;;22;22;22
;33;;;15;18;18
17;19;36;36;20;28;17
;23;;;5;18;18
;20;;;23;20;20
21;22;;;15;18;18
;;29;;33;;16
32;35;;;35;19;18
;;;;25;17;20
;22;;;29;22;20
;22;;29;31;21;15
;;;;19;24;17
;;;;21;29;17
27;28;37;40;28;17;17
18;19;20;20;27;18;23
;;30;;29;21;19
;23;;;23;29;20
23;24;;;22;22;22
21;21;;;20;25;19
19;24;20;28;25;17;18
;;26;;18;21;21
;;36;;19;27;18
;;24;;19;24;19
21;22;35;35;17;21;21
;20;;44;20;22;22
;27;;34;17;23;24
;22;;;15;18;18
;19;;;16;31;16
;20;;31;17;22;22
;26;;;19;50;21
;26;;;26;40;18
23;25;31;35;46;25;19
;;;;18;18;19
30;32;;;24;20;22
22;23;;;24;19;22
;21;;;17;22;22
18;21;19;;19;17;20
;;35;;35;18;15
;26;;;55;20;18
18;23;20;27;18;20;19
;;;;46;22;22
;20;;;;18;17
;24;;;21;29;17
23;23;;;19;18;18
;27;;29;18;18;18
20;21;;;20;28;20
22;32;23;;31;27;21
24;29;;;17;20;20
23;23;;;21;21;16
;;28;;17;23;17
;;23;;32;19;19
24;37;;;30;21;21
26;27;44;;14;23;23
22;22;46;;16;23;15
17;18;;;17;34;15
;25;;;18;34;20
;18;;26;14;17;25
26;27;29;29;18;30;17
22;22;;;17;21;21
16;16;;;17;24;18
;27;;37;18;23;23
22;23;24;;17;22;20
;25;;55;36;27;18
;;;;17;36;18
;20;;22;19;19;18
33;35;;;20;25;21
;25;;39;25;25;23
;;42;;28;34;19
;21;;;17;23;21
32;34;;;20;24;17
23;24;31;31;23;24;24
;23;;;17;22;22
;20;;;20;19;14
;24;;25;51;19;18
;37;;;31;;18
;34;;38;25;25;18
20;21;40;37;12;21;21
;17;;21;17;21;19
;;46;;15;31;16
;21;;;14;18;18
21;21;48;;24;19;18
;21;;;26;22;16
25;26;36;36;36;30;18
23;23;;;23;25;31
19;20;22;22;7;32;17
;24;;;24;18;17
;19;;;40;;17
;21;;24;44;21;17
24;25;26;26;24;19;18
;20;;;20;23;17
;;;;34;20;21
28;29;30;45;23;;17
20;21;28;28;17;22;21
;;;;19;22;22
;28;;35;28;28;18
;;31;;30;24;17
;24;;;29;24;26
;;;;;26;22
;24;;;46;26;20
;19;;31;19;40;18
;;;;18;40;22
;;;;20;17;20
;25;;26;24;25;25
;18;;26;18;21;14
;25;;;25;;19
;28;;;19;28;28
;21;;;21;31;29
22;24;;;22;24;19
;23;;;17;35;22
;23;;;28;20;25
;25;;;18;;17
;24;;;24;28;19
18;18;26;26;45;19;17
32;30;;;32;19;25
;23;;;23;22;17
;19;;;15;22;24
;19;;20;47;18;19
;25;;;19;27;17
24;29;;;17;27;20
;21;;;34;24;22
;21;;;17;18;18
;23;;;24;24;30
26;27;;;21;25;18
;22;;27;22;;19
20;28;31;;16;19;16
;;;;;17;21
;;19;;26;;16
;27;;;43;19;18
;27;;32;27;24;22
29;29;62;;29;;16
;21;;;21;35;22
;24;;;10;32;17
;19;;22;18;18;18
;24;;;20;20;20
;21;;;21;30;19
18;19;52;;19;20;15
;;27;;26;22;22
;20;;;20;23;23
;23;;;17;22;22
;25;;;21;22;22
;20;;24;19;45;17
;19;;43;19;42;19
;20;;;20;21;18
;25;;28;21;28;21
;;;;24;;17
21;22;76;;21;25;17
21;21;;;21;20;20
;;29;;;21;19
;30;;31;30;21;18
;24;;25;42;19;16
;23;;;20;35;16
;20;;22;17;;18
;22;;27;18;19;19
;24;;;24;17;17
;24;;;18;26;17
24;25;49;;48;17;16
;;;;42;22;22
28;28;36;36;30;26;8
;;25;;17;20;20
;;38;;14;15;18
;25;;;25;23;23
19;24;;;19;23;23
;;;;14;15;19
;23;;;23;22;21
;21;;;17;18;17
;22;;;17;18;17
;;25;;21;25;17
;28;;;28;;18
25;26;26;29;66;24;8
;23;;;22;;15
23;26;50;50;28;26;19
;20;;;20;27;18
;21;;;21;23;23
;28;;;16;22;22
;20;;;19;23;20
;24;;;17;17;17
25;25;;;22;21;20
19;21;26;;19;21;
;19;;20;18;19;21
;30;;47;16;19;21
;18;;24;18;16;18
22;36;26;;18;26;17
;;;;;19;20
26;27;38;39;26;24;19
21;24;21;;21;18;21
;21;;;23;18;18
;23;;23;53;18;26
;21;;31;18;19;18
;22;;26;;20;20
;29;;;29;27;27
;24;;;24;20;17
20;22;34;34;20;22;17
;;;;22;21;22
18;19;25;26;19;17;17
;;27;;18;22;19
;28;;30;29;19;21
19;19;;;24;20;20
21;20;22;22;25;17;20
;16;;29;16;17;20
;27;;;27;35;23
;19;;;17;22;18
24;25;55;;16;28;18
;;;;33;26;20
23;24;60;;19;21;21
27;28;40;40;15;23;20
;;;;15;;16
;20;;;17;;18
;34;;49;34;17;17
;19;;31;15;;15
;24;;36;24;17;18
;24;;;23;17;15
;;;;;16;18
;25;;34;18;21;18
;22;;23;17;25;18
;17;;29;17;20;19
18;24;22;;17;18;17
;22;;42;60;25;25
;;;;;13;20
24;24;;;24;31;18
;21;;;;25;23
22;23;;;23;20;20
;;27;;35;24;17
;;;;;22;20
;25;;37;42;32;24
18;23;31;;18;23;23
;17;;;22;;16
;20;;37;17;18;18
;;;;19;25;19
22;24;;;;19;21
;23;;;30;23;23
;24;;;19;19;19
;;;;;18;18
;;;;17;;17
;20;;;23;21;22
;15;;35;22;;17
;22;;;22;22;22
25;26;;;18;27;19
;17;;19;26;22;32
;24;;;19;21;21
27;28;;;15;20;20
;27;;;30;18;18
;21;;;21;20;18
;;;;18;18;18
;22;;;16;18;22
18;29;23;;18;18;20
;24;;38;44;;16
;27;;;18;23;22
;26;;;26;23;18
24;29;29;37;30;18;18
;31;;;14;30;21
20;22;;;20;18;20
;22;;31;20;21;17
18;22;29;31;31;16;17
;;;;;26;20
;19;;;22;19;16
;22;;;8;22;19
;;;;;23;23
